id,device_id,created_date,created_server_date,app_version,subscription,region_code,language_code,device_type,session_id,event_time,event,value
471,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,0,eventWelcomeOnboardScreen,
472,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,2,eventDownloadStoryPreviewFinished,
473,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,28,tapShowMeButtonOnboardScreen,
474,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,37,eventTask,word:  certain
475,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,38,tapHoldAndSpeakButton,word:  certain
476,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,38,eventShortTapOnMic,word:  certain
477,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,40,tapSkipButtonOnboardScreen,certain
478,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,40,eventTaskStatus,word:  certain:
479,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,41,tapNextToRuleOnWordTask,
480,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,41,tapReplyRuleOnWordTask,"«c» reads as [s] before letters 'e', 'y', 'i'. Examples: face, city, cinema, cycle, ice, center."
481,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,49,tapNextFromRuleOnWordTask,
482,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,50,tapPersonalizedButtonOnboardScreen,
483,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,51,tapShowMeButtonOnboardScreen,Doctor Knowall : true
484,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,53,tapHoldAndSpeakButtonOnboardScreen,too short
485,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,57,tapHoldAndSpeakButtonOnboardScreen,too short
486,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,58,tapHoldAndSpeakButtonOnboardScreen,too short
487,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,61,tapHoldAndSpeakButtonOnboardScreen,too short
488,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,62,tapHoldAndSpeakButtonOnboardScreen,too short
489,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,63,tapHoldAndSpeakButtonOnboardScreen,too short
490,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,65,tapHoldAndSpeakButtonOnboardScreen,too short
491,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,68,tapHoldAndSpeakButtonOnboardScreen,too short
492,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,70,tapHoldAndSpeakButtonOnboardScreen,too short
493,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,72,tapHoldAndSpeakButtonOnboardScreen,too short
494,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,73,tapHoldAndSpeakButtonOnboardScreen,too short
495,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,77,tapHoldAndSpeakButtonOnboardScreen,too short
496,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,78,tapHoldAndSpeakButtonOnboardScreen,too short
497,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,82,tapHoldAndSpeakButtonOnboardScreen,too short
498,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,86,tapHoldAndSpeakButtonOnboardScreen,too short
499,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,87,tapHoldAndSpeakButtonOnboardScreen,too short
500,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,89,tapHoldAndSpeakButtonOnboardScreen,too short
501,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,91,tapHoldAndSpeakButtonOnboardScreen,too short
502,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,93,tapHoldAndSpeakButtonOnboardScreen,too short
503,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,94,tapHoldAndSpeakButtonOnboardScreen,too short
504,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,98,tapHoldAndSpeakButtonOnboardScreen,too short
505,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,100,tapHoldAndSpeakButtonOnboardScreen,too short
506,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,102,tapHoldAndSpeakButtonOnboardScreen,too short
507,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,107,tapHoldAndSpeakButtonOnboardScreen,too short
508,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,108,tapHoldAndSpeakButtonOnboardScreen,too short
509,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,112,tapHoldAndSpeakButtonOnboardScreen,too short
510,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,113,tapHoldAndSpeakButtonOnboardScreen,too short
511,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,117,tapHoldAndSpeakButtonOnboardScreen,too short
512,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,118,tapHoldAndSpeakButtonOnboardScreen,too short
513,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,121,tapHoldAndSpeakButtonOnboardScreen,too short
514,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,122,tapHoldAndSpeakButtonOnboardScreen,too short
515,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,124,tapHoldAndSpeakButtonOnboardScreen,too short
516,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,126,tapHoldAndSpeakButtonOnboardScreen,too short
517,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,127,tapHoldAndSpeakButtonOnboardScreen,too short
518,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,128,tapHoldAndSpeakButtonOnboardScreen,too short
519,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,132,tapHoldAndSpeakButtonOnboardScreen,too short
520,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,132,tapHoldAndSpeakButtonOnboardScreen,too short
521,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,135,tapHoldAndSpeakButtonOnboardScreen,too short
522,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,136,tapHoldAndSpeakButtonOnboardScreen,too short
523,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,138,tapHoldAndSpeakButtonOnboardScreen,too short
524,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,139,tapHoldAndSpeakButtonOnboardScreen,too short
525,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,141,tapHoldAndSpeakButtonOnboardScreen,too short
526,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,143,tapHoldAndSpeakButtonOnboardScreen,too short
527,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,145,tapHoldAndSpeakButtonOnboardScreen,too short
528,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,146,tapHoldAndSpeakButtonOnboardScreen,too short
529,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,148,tapHoldAndSpeakButtonOnboardScreen,too short
530,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,149,tapHoldAndSpeakButtonOnboardScreen,too short
531,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,151,tapHoldAndSpeakButtonOnboardScreen,too short
532,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,153,tapHoldAndSpeakButtonOnboardScreen,too short
533,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,155,tapHoldAndSpeakButtonOnboardScreen,too short
534,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,157,tapHoldAndSpeakButtonOnboardScreen,too short
535,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,160,tapHoldAndSpeakButtonOnboardScreen,too short
536,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,161,tapHoldAndSpeakButtonOnboardScreen,too short
537,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,163,tapHoldAndSpeakButtonOnboardScreen,too short
538,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,163,tapHoldAndSpeakButtonOnboardScreen,too short
539,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,167,tapHoldAndSpeakButtonOnboardScreen,too short
540,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,169,tapHoldAndSpeakButtonOnboardScreen,too short
541,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,170,tapHoldAndSpeakButtonOnboardScreen,too short
542,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,173,tapHoldAndSpeakButtonOnboardScreen,too short
543,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,175,tapHoldAndSpeakButtonOnboardScreen,too short
544,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,177,tapHoldAndSpeakButtonOnboardScreen,too short
545,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,179,tapHoldAndSpeakButtonOnboardScreen,too short
546,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,181,tapHoldAndSpeakButtonOnboardScreen,too short
547,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,182,tapHoldAndSpeakButtonOnboardScreen,too short
548,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,184,tapHoldAndSpeakButtonOnboardScreen,too short
549,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,186,tapHoldAndSpeakButtonOnboardScreen,too short
550,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,187,tapHoldAndSpeakButtonOnboardScreen,too short
551,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,189,tapHoldAndSpeakButtonOnboardScreen,too short
552,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,191,tapHoldAndSpeakButtonOnboardScreen,too short
553,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,193,tapHoldAndSpeakButtonOnboardScreen,too short
1869,test,2023-07-26T17:04:32.700000Z,2023-07-28T16:32:00.209497Z,1.0,False,ES,en,iPhone,4740E38E-AC2A-4FCC-ABC7-C66EC5B99BB1,13,eventParentScreen,
554,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,194,tapHoldAndSpeakButtonOnboardScreen,too short
555,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,197,tapHoldAndSpeakButtonOnboardScreen,too short
556,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,198,tapHoldAndSpeakButtonOnboardScreen,too short
557,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,202,tapHoldAndSpeakButtonOnboardScreen,too short
558,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,204,tapHoldAndSpeakButtonOnboardScreen,too short
559,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,205,tapHoldAndSpeakButtonOnboardScreen,too short
560,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,209,tapHoldAndSpeakButtonOnboardScreen,too short
561,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,210,tapHoldAndSpeakButtonOnboardScreen,too short
562,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,211,tapHoldAndSpeakButtonOnboardScreen,too short
563,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,212,tapHoldAndSpeakButtonOnboardScreen,too short
564,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,215,tapHoldAndSpeakButtonOnboardScreen,too short
565,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,217,tapHoldAndSpeakButtonOnboardScreen,too short
566,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,218,tapHoldAndSpeakButtonOnboardScreen,too short
567,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,219,tapHoldAndSpeakButtonOnboardScreen,too short
568,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,222,tapHoldAndSpeakButtonOnboardScreen,too short
569,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,223,tapHoldAndSpeakButtonOnboardScreen,too short
570,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,225,tapHoldAndSpeakButtonOnboardScreen,too short
571,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,227,tapHoldAndSpeakButtonOnboardScreen,too short
572,16A37233-6365-4F8F-A5E5-9B4B4916A1B8,2023-07-19T17:29:10.964000Z,2023-07-28T16:32:00.209497Z,1.0,False,US,en,iPhone,26AE4D94-BE0D-417E-95D7-7C1405161535,229,tapHoldAndSpeakButtonOnboardScreen,too short
